County,DwellingTypeDescr,AgeBand,CO2_decile,N
Tipperary,Detached house,H,"(6.56e+03,7.83e+03]",13
Cork,Detached house,I,"(3.65e+03,4.22e+03]",13
Meath,Detached house,I,"(7.83e+03,9.82e+03]",13
Wicklow,Detached house,I,"(7.83e+03,9.82e+03]",13
Kerry,Detached house,J,"(4.78e+03,5.57e+03]",13
Wexford,Detached house,I,"(4.78e+03,5.57e+03]",13
Dublin,Ground-floor apartment,G,"(3.1e+03,3.65e+03]",13
Wexford,Semi-detached house,I,"(5.57e+03,6.56e+03]",13
Dublin,Top-floor apartment,K,"[324,2.5e+03]",13
Dublin,Top-floor apartment,I,"(3.1e+03,3.65e+03]",13
Dublin,End of terrace house,E,"(4.22e+03,4.78e+03]",13
Westmeath,Semi-detached house,J,"(3.1e+03,3.65e+03]",13
Donegal,Semi-detached house,J,"(4.22e+03,4.78e+03]",13
Dublin,End of terrace house,J,"[324,2.5e+03]",13
Dublin,Detached house,K,"[324,2.5e+03]",13
Wicklow,Semi-detached house,I,"(3.1e+03,3.65e+03]",13
Donegal,Semi-detached house,J,"(4.78e+03,5.57e+03]",13
Sligo,Semi-detached house,J,"(4.22e+03,4.78e+03]",13
Offaly,Semi-detached house,I,"(4.78e+03,5.57e+03]",13
Donegal,Semi-detached house,H,"(5.57e+03,6.56e+03]",13
Wexford,Semi-detached house,J,"(4.22e+03,4.78e+03]",13
Meath,Detached house,I,"(4.22e+03,4.78e+03]",13
Kerry,Detached house,J,"(7.83e+03,9.82e+03]",13
Dublin,Mid-terrace house,H,"(3.65e+03,4.22e+03]",13
Cork,Mid-terrace house,G,"(3.65e+03,4.22e+03]",13
Cork,Mid-terrace house,J,"(3.65e+03,4.22e+03]",13
Galway,Detached house,E,"(5.57e+03,6.56e+03]",12
Kildare,Detached house,E,"(7.83e+03,9.82e+03]",12
Donegal,Detached house,B,"(9.82e+03,3.55e+04]",12
Limerick,Detached house,D,"(6.56e+03,7.83e+03]",12
Kerry,Detached house,D,"(9.82e+03,3.55e+04]",12
Kildare,Detached house,D,"(9.82e+03,3.55e+04]",12
Meath,Detached house,G,"(6.56e+03,7.83e+03]",12
Kerry,Detached house,F,"(7.83e+03,9.82e+03]",12
Mayo,Detached house,H,"(5.57e+03,6.56e+03]",12
Wexford,Detached house,G,"(9.82e+03,3.55e+04]",12
Limerick,Detached house,H,"(4.78e+03,5.57e+03]",12
Clare,Detached house,G,"(7.83e+03,9.82e+03]",12
Mayo,Detached house,G,"(9.82e+03,3.55e+04]",12
Cork,Detached house,G,"(4.22e+03,4.78e+03]",12
Clare,Detached house,H,"(9.82e+03,3.55e+04]",12
Mayo,Detached house,J,"(5.57e+03,6.56e+03]",12
Kildare,Detached house,H,"(5.57e+03,6.56e+03]",12
Kildare,Detached house,I,"(9.82e+03,3.55e+04]",12
Clare,Detached house,H,"(7.83e+03,9.82e+03]",12
Louth,Detached house,H,"(6.56e+03,7.83e+03]",12
Dublin,Detached house,H,"(6.56e+03,7.83e+03]",12
Mayo,Detached house,J,"(6.56e+03,7.83e+03]",12
Galway,Detached house,H,"(5.57e+03,6.56e+03]",12
Wicklow,Detached house,H,"(7.83e+03,9.82e+03]",12
Dublin,Top-floor apartment,J,"(3.1e+03,3.65e+03]",12
Dublin,Mid-terrace house,D,"(4.78e+03,5.57e+03]",12
Dublin,Mid-terrace house,E,"(4.78e+03,5.57e+03]",12
Dublin,Mid-terrace house,E,"(5.57e+03,6.56e+03]",12
Dublin,Mid-terrace house,E,"(4.22e+03,4.78e+03]",12
Louth,Semi-detached house,K,"(2.5e+03,3.1e+03]",12
Laois,Semi-detached house,J,"(4.78e+03,5.57e+03]",12
Louth,Semi-detached house,J,"(2.5e+03,3.1e+03]",12
Kildare,Semi-detached house,J,"(4.22e+03,4.78e+03]",12
Kildare,End of terrace house,K,"[324,2.5e+03]",12
Galway,Detached house,J,"(9.82e+03,3.55e+04]",12
Limerick,Semi-detached house,H,"(3.1e+03,3.65e+03]",12
Waterford,Semi-detached house,I,"(4.22e+03,4.78e+03]",12
Meath,Semi-detached house,H,"(4.78e+03,5.57e+03]",12
Meath,Semi-detached house,J,"(2.5e+03,3.1e+03]",12
Kerry,Semi-detached house,J,"(3.65e+03,4.22e+03]",12
Dublin,Semi-detached house,F,"(6.56e+03,7.83e+03]",12
Limerick,Semi-detached house,J,"(4.78e+03,5.57e+03]",12
Laois,Semi-detached house,I,"(3.1e+03,3.65e+03]",12
Carlow,Semi-detached house,I,"(4.22e+03,4.78e+03]",12
Meath,Semi-detached house,H,"(4.22e+03,4.78e+03]",12
Kildare,Semi-detached house,H,"(3.1e+03,3.65e+03]",12
Limerick,Semi-detached house,H,"(3.65e+03,4.22e+03]",12
Dublin,End of terrace house,F,"(4.78e+03,5.57e+03]",12
Dublin,End of terrace house,H,"(2.5e+03,3.1e+03]",12
Cork,End of terrace house,G,"(3.1e+03,3.65e+03]",12
Laois,Detached house,J,"(6.56e+03,7.83e+03]",12
Louth,Detached house,I,"(4.78e+03,5.57e+03]",12
Louth,Detached house,I,"(9.82e+03,3.55e+04]",12
Dublin,Detached house,J,"(6.56e+03,7.83e+03]",12
Cork,Mid-terrace house,H,"(3.1e+03,3.65e+03]",12
Cork,Mid-terrace house,F,"(3.1e+03,3.65e+03]",12
Wicklow,Mid-terrace house,I,"(2.5e+03,3.1e+03]",12
Dublin,Semi-detached house,C,"(5.57e+03,6.56e+03]",11
Dublin,Semi-detached house,D,"(9.82e+03,3.55e+04]",11
Tipperary,Detached house,D,"(9.82e+03,3.55e+04]",11
Tipperary,Detached house,E,"(6.56e+03,7.83e+03]",11
Dublin,Detached house,D,"(6.56e+03,7.83e+03]",11
Meath,Detached house,E,"(6.56e+03,7.83e+03]",11
Mayo,Detached house,C,"(7.83e+03,9.82e+03]",11
Tipperary,Detached house,E,"(9.82e+03,3.55e+04]",11
Dublin,Detached house,C,"(9.82e+03,3.55e+04]",11
Meath,Detached house,D,"(9.82e+03,3.55e+04]",11
Cork,Detached house,D,"(7.83e+03,9.82e+03]",11
Westmeath,Detached house,D,"(9.82e+03,3.55e+04]",11
Mayo,Detached house,E,"(6.56e+03,7.83e+03]",11
Kerry,Detached house,E,"(6.56e+03,7.83e+03]",11
Limerick,Detached house,E,"(6.56e+03,7.83e+03]",11
Westmeath,Detached house,E,"(6.56e+03,7.83e+03]",11
Meath,Ground-floor apartment,J,"[324,2.5e+03]",11
Waterford,Detached house,H,"(6.56e+03,7.83e+03]",11
Tipperary,Detached house,H,"(4.78e+03,5.57e+03]",11
Galway,Detached house,I,"(4.22e+03,4.78e+03]",11
Meath,Detached house,F,"(7.83e+03,9.82e+03]",11
Donegal,Detached house,G,"(6.56e+03,7.83e+03]",11
Limerick,Detached house,H,"(5.57e+03,6.56e+03]",11
Mayo,Detached house,G,"(6.56e+03,7.83e+03]",11
Cork,Detached house,H,"(3.65e+03,4.22e+03]",11
Tipperary,Detached house,J,"(5.57e+03,6.56e+03]",11
Kildare,Detached house,G,"(9.82e+03,3.55e+04]",11
Wicklow,Detached house,G,"(6.56e+03,7.83e+03]",11
Clare,Detached house,H,"(5.57e+03,6.56e+03]",11
Roscommon,Detached house,I,"(6.56e+03,7.83e+03]",11
Kildare,Detached house,H,"(6.56e+03,7.83e+03]",11
Kildare,Detached house,G,"(7.83e+03,9.82e+03]",11
Wicklow,Detached house,H,"(6.56e+03,7.83e+03]",11
Sligo,Detached house,I,"(7.83e+03,9.82e+03]",11
Kilkenny,Detached house,I,"(6.56e+03,7.83e+03]",11
Mayo,Detached house,H,"(9.82e+03,3.55e+04]",11
Kildare,Detached house,G,"(5.57e+03,6.56e+03]",11
Dublin,Detached house,H,"(4.22e+03,4.78e+03]",11
Clare,Detached house,G,"(5.57e+03,6.56e+03]",11
Sligo,Detached house,I,"(6.56e+03,7.83e+03]",11
Limerick,Mid-terrace house,I,"(2.5e+03,3.1e+03]",11
Galway,Ground-floor apartment,I,"(3.1e+03,3.65e+03]",11
Dublin,Ground-floor apartment,G,"(3.65e+03,4.22e+03]",11
Dublin,Mid-floor apartment,H,"(3.1e+03,3.65e+03]",11
Dublin,Semi-detached house,D,"(4.78e+03,5.57e+03]",11
Dublin,End of terrace house,E,"(7.83e+03,9.82e+03]",11
Dublin,Mid-terrace house,D,"(3.1e+03,3.65e+03]",11
Limerick,Semi-detached house,K,"[324,2.5e+03]",11
Kilkenny,Semi-detached house,J,"(4.22e+03,4.78e+03]",11
Monaghan,Semi-detached house,J,"(3.1e+03,3.65e+03]",11
Cork,End of terrace house,J,"(3.65e+03,4.22e+03]",11
Dublin,Maisonette,K,"[324,2.5e+03]",11
Carlow,Semi-detached house,H,"(3.65e+03,4.22e+03]",11
Wicklow,Semi-detached house,I,"(4.22e+03,4.78e+03]",11
Cork,Semi-detached house,H,"(5.57e+03,6.56e+03]",11
Kildare,Semi-detached house,G,"(4.22e+03,4.78e+03]",11
Laois,Semi-detached house,I,"(3.65e+03,4.22e+03]",11
Wicklow,Semi-detached house,J,"(3.65e+03,4.22e+03]",11
Mayo,Semi-detached house,J,"(4.22e+03,4.78e+03]",11
Clare,Semi-detached house,J,"(4.22e+03,4.78e+03]",11
Waterford,Semi-detached house,J,"(3.65e+03,4.22e+03]",11
Cork,Semi-detached house,G,"(2.5e+03,3.1e+03]",11
Carlow,Semi-detached house,J,"(3.65e+03,4.22e+03]",11
Mayo,Semi-detached house,H,"(4.78e+03,5.57e+03]",11
Westmeath,Semi-detached house,I,"(3.65e+03,4.22e+03]",11
Longford,Semi-detached house,I,"(4.78e+03,5.57e+03]",11
Cavan,Detached house,J,"(6.56e+03,7.83e+03]",11
Dublin,Detached house,H,"(9.82e+03,3.55e+04]",11
Donegal,Detached house,I,"(9.82e+03,3.55e+04]",11
Clare,Detached house,I,"(9.82e+03,3.55e+04]",11
Donegal,Detached house,H,"(9.82e+03,3.55e+04]",11
Dublin,Detached house,J,"(4.22e+03,4.78e+03]",11
Kildare,Detached house,I,"(4.78e+03,5.57e+03]",11
Louth,Mid-terrace house,I,"(2.5e+03,3.1e+03]",11
Louth,Mid-terrace house,J,"(2.5e+03,3.1e+03]",11
Galway,Mid-terrace house,G,"(3.65e+03,4.22e+03]",11
Westmeath,Detached house,E,"(9.82e+03,3.55e+04]",10
Tipperary,Detached house,E,"(5.57e+03,6.56e+03]",10
Cork,Detached house,C,"(7.83e+03,9.82e+03]",10
Roscommon,Detached house,C,"(9.82e+03,3.55e+04]",10
Clare,Detached house,B,"(9.82e+03,3.55e+04]",10
Kildare,Detached house,E,"(6.56e+03,7.83e+03]",10
Meath,Detached house,C,"(9.82e+03,3.55e+04]",10
Limerick,Detached house,D,"(9.82e+03,3.55e+04]",10
Galway,Detached house,D,"(6.56e+03,7.83e+03]",10
Cavan,Detached house,D,"(9.82e+03,3.55e+04]",10
Cavan,Detached house,E,"(9.82e+03,3.55e+04]",10
Wexford,Semi-detached house,H,"(4.78e+03,5.57e+03]",10
Donegal,Detached house,J,"(4.78e+03,5.57e+03]",10
Wicklow,Detached house,I,"(5.57e+03,6.56e+03]",10
Kildare,Detached house,G,"(6.56e+03,7.83e+03]",10
Clare,Detached house,G,"(6.56e+03,7.83e+03]",10
Wicklow,Detached house,I,"(4.78e+03,5.57e+03]",10
Limerick,Detached house,G,"(5.57e+03,6.56e+03]",10
Offaly,Detached house,J,"(7.83e+03,9.82e+03]",10
Leitrim,Detached house,J,"(6.56e+03,7.83e+03]",10
Meath,Detached house,H,"(7.83e+03,9.82e+03]",10
Kerry,Detached house,H,"(9.82e+03,3.55e+04]",10
Kerry,Detached house,G,"(5.57e+03,6.56e+03]",10
Cork,Detached house,G,"(3.65e+03,4.22e+03]",10
Meath,Detached house,G,"(5.57e+03,6.56e+03]",10
Leitrim,Detached house,J,"(5.57e+03,6.56e+03]",10
Westmeath,Detached house,G,"(9.82e+03,3.55e+04]",10
Louth,Detached house,H,"(4.78e+03,5.57e+03]",10
Longford,Detached house,J,"(5.57e+03,6.56e+03]",10
Kerry,Detached house,G,"(9.82e+03,3.55e+04]",10
Cavan,Detached house,H,"(7.83e+03,9.82e+03]",10
Limerick,Detached house,H,"(6.56e+03,7.83e+03]",10
Clare,House,H,"(7.83e+03,9.82e+03]",10
Kildare,Ground-floor apartment,J,"[324,2.5e+03]",10
Galway,Ground-floor apartment,I,"(2.5e+03,3.1e+03]",10
Limerick,Ground-floor apartment,I,"(2.5e+03,3.1e+03]",10
Dublin,Semi-detached house,E,"(9.82e+03,3.55e+04]",10
Dublin,Mid-terrace house,C,"(5.57e+03,6.56e+03]",10
Clare,Semi-detached house,J,"(3.65e+03,4.22e+03]",10
Limerick,Semi-detached house,J,"(2.5e+03,3.1e+03]",10
Galway,Semi-detached house,J,"(3.65e+03,4.22e+03]",10
Wexford,Semi-detached house,J,"(3.65e+03,4.22e+03]",10
Waterford,Semi-detached house,J,"(4.22e+03,4.78e+03]",10
Clare,Semi-detached house,J,"[324,2.5e+03]",10
Dublin,Detached house,K,"(2.5e+03,3.1e+03]",10
Dublin,Detached house,K,"(3.1e+03,3.65e+03]",10
Kildare,Mid-terrace house,J,"(3.1e+03,3.65e+03]",10
Louth,Mid-terrace house,K,"[324,2.5e+03]",10
Westmeath,Semi-detached house,H,"(4.22e+03,4.78e+03]",10
Cavan,Semi-detached house,J,"(4.78e+03,5.57e+03]",10
Dublin,Semi-detached house,J,"(3.65e+03,4.22e+03]",10
Kerry,Semi-detached house,H,"(4.78e+03,5.57e+03]",10
Cork,Semi-detached house,F,"(4.22e+03,4.78e+03]",10
Galway,Semi-detached house,H,"(6.56e+03,7.83e+03]",10
Waterford,Semi-detached house,G,"(4.78e+03,5.57e+03]",10
Meath,Semi-detached house,J,"(4.22e+03,4.78e+03]",10
Kerry,Semi-detached house,I,"(6.56e+03,7.83e+03]",10
Galway,Semi-detached house,H,"(7.83e+03,9.82e+03]",10
Louth,Semi-detached house,I,"(4.22e+03,4.78e+03]",10
Carlow,Semi-detached house,I,"(3.65e+03,4.22e+03]",10
Donegal,Semi-detached house,I,"(6.56e+03,7.83e+03]",10
Tipperary,Semi-detached house,H,"(5.57e+03,6.56e+03]",10
Louth,Semi-detached house,I,"(2.5e+03,3.1e+03]",10
Wexford,Semi-detached house,J,"(4.78e+03,5.57e+03]",10
Leitrim,Semi-detached house,I,"(4.78e+03,5.57e+03]",10
Limerick,Semi-detached house,I,"(3.1e+03,3.65e+03]",10
Wicklow,Semi-detached house,H,"(3.1e+03,3.65e+03]",10
Dublin,End of terrace house,F,"(4.22e+03,4.78e+03]",10
Donegal,Detached house,J,"(9.82e+03,3.55e+04]",10
Dublin,Detached house,H,"(4.78e+03,5.57e+03]",10
Waterford,Detached house,I,"(9.82e+03,3.55e+04]",10
Dublin,Detached house,H,"(7.83e+03,9.82e+03]",10
Clare,Detached house,J,"(4.22e+03,4.78e+03]",10
Sligo,Detached house,J,"(5.57e+03,6.56e+03]",10
Limerick,Detached house,J,"(5.57e+03,6.56e+03]",10
Cork,Mid-terrace house,H,"(2.5e+03,3.1e+03]",10
Kildare,Mid-terrace house,J,"[324,2.5e+03]",10
Cork,Mid-terrace house,I,"(3.65e+03,4.22e+03]",10
Dublin,End of terrace house,D,"(5.57e+03,6.56e+03]",9
Limerick,Detached house,C,"(9.82e+03,3.55e+04]",9
Meath,Detached house,E,"(7.83e+03,9.82e+03]",9
Wexford,Detached house,D,"(9.82e+03,3.55e+04]",9
Cork,Detached house,B,"(4.78e+03,5.57e+03]",9
Kerry,Detached house,E,"(5.57e+03,6.56e+03]",9
Donegal,Detached house,B,"(7.83e+03,9.82e+03]",9
Tipperary,Detached house,C,"(7.83e+03,9.82e+03]",9
Dublin,Detached house,B,"(9.82e+03,3.55e+04]",9
Dublin,Mid-terrace house,B,"(5.57e+03,6.56e+03]",9
Sligo,Semi-detached house,J,"(3.1e+03,3.65e+03]",9
Limerick,Detached house,F,"(7.83e+03,9.82e+03]",9
Kilkenny,Detached house,G,"(6.56e+03,7.83e+03]",9
Kilkenny,Detached house,G,"(5.57e+03,6.56e+03]",9
Waterford,Detached house,G,"(5.57e+03,6.56e+03]",9
Galway,Detached house,F,"(6.56e+03,7.83e+03]",9
Offaly,Detached house,G,"(9.82e+03,3.55e+04]",9
Meath,Detached house,G,"(7.83e+03,9.82e+03]",9
Kerry,Detached house,F,"(9.82e+03,3.55e+04]",9
Laois,Detached house,I,"(5.57e+03,6.56e+03]",9
Tipperary,Detached house,I,"(5.57e+03,6.56e+03]",9
Wexford,Detached house,F,"(9.82e+03,3.55e+04]",9
Laois,Detached house,I,"(6.56e+03,7.83e+03]",9
Westmeath,Detached house,I,"(9.82e+03,3.55e+04]",9
Kerry,Detached house,G,"(6.56e+03,7.83e+03]",9
Sligo,Detached house,I,"(5.57e+03,6.56e+03]",9
Donegal,Detached house,G,"(5.57e+03,6.56e+03]",9
Westmeath,Detached house,I,"(6.56e+03,7.83e+03]",9
Cork,Detached house,H,"(3.1e+03,3.65e+03]",9
Wicklow,Detached house,H,"(5.57e+03,6.56e+03]",9
Wicklow,Detached house,J,"(5.57e+03,6.56e+03]",9
Mayo,Detached house,F,"(9.82e+03,3.55e+04]",9
Kildare,Detached house,F,"(6.56e+03,7.83e+03]",9
Louth,Detached house,F,"(7.83e+03,9.82e+03]",9
Limerick,Detached house,I,"(6.56e+03,7.83e+03]",9
Kerry,Detached house,I,"(4.78e+03,5.57e+03]",9
Waterford,Detached house,I,"(5.57e+03,6.56e+03]",9
Tipperary,Detached house,J,"(4.78e+03,5.57e+03]",9
Tipperary,Detached house,H,"(5.57e+03,6.56e+03]",9
Waterford,Detached house,J,"(6.56e+03,7.83e+03]",9
Donegal,Detached house,I,"(4.78e+03,5.57e+03]",9
Mayo,House,I,"(7.83e+03,9.82e+03]",9
Kildare,Ground-floor apartment,I,"[324,2.5e+03]",9
Dublin,Ground-floor apartment,J,"(4.22e+03,4.78e+03]",9
Galway,Semi-detached house,F,"(5.57e+03,6.56e+03]",9
Dublin,Ground-floor apartment,F,"[324,2.5e+03]",9
Dublin,Detached house,J,"(5.57e+03,6.56e+03]",9
Dublin,Ground-floor apartment,H,"(4.22e+03,4.78e+03]",9
Dublin,Top-floor apartment,I,"[324,2.5e+03]",9
Dublin,Top-floor apartment,H,"(2.5e+03,3.1e+03]",9
Dublin,Semi-detached house,E,"(3.65e+03,4.22e+03]",9
Dublin,End of terrace house,E,"(3.1e+03,3.65e+03]",9
Dublin,End of terrace house,D,"(6.56e+03,7.83e+03]",9
Dublin,Mid-terrace house,D,"(6.56e+03,7.83e+03]",9
Dublin,Mid-terrace house,B,"(6.56e+03,7.83e+03]",9
Dublin,Mid-terrace house,D,"(2.5e+03,3.1e+03]",9
Dublin,Mid-terrace house,C,"(3.1e+03,3.65e+03]",9
Dublin,Mid-terrace house,C,"(4.78e+03,5.57e+03]",9
Dublin,Mid-terrace house,D,"(7.83e+03,9.82e+03]",9
Wicklow,Semi-detached house,K,"(2.5e+03,3.1e+03]",9
Carlow,Semi-detached house,J,"(4.22e+03,4.78e+03]",9
Limerick,Semi-detached house,J,"(3.1e+03,3.65e+03]",9
Roscommon,Semi-detached house,J,"(3.65e+03,4.22e+03]",9
Kilkenny,Semi-detached house,J,"(3.65e+03,4.22e+03]",9
Tipperary,Semi-detached house,J,"(3.1e+03,3.65e+03]",9
Cork,End of terrace house,J,"[324,2.5e+03]",9
Louth,End of terrace house,J,"(2.5e+03,3.1e+03]",9
Louth,End of terrace house,K,"[324,2.5e+03]",9
Louth,End of terrace house,J,"(3.1e+03,3.65e+03]",9
Meath,Semi-detached house,J,"(4.78e+03,5.57e+03]",9
Mayo,Semi-detached house,J,"(5.57e+03,6.56e+03]",9
Galway,Semi-detached house,J,"(3.1e+03,3.65e+03]",9
Wexford,Semi-detached house,I,"(6.56e+03,7.83e+03]",9
Cork,Semi-detached house,I,"(5.57e+03,6.56e+03]",9
Roscommon,Semi-detached house,I,"(4.78e+03,5.57e+03]",9
Waterford,Semi-detached house,H,"(4.78e+03,5.57e+03]",9
Galway,Semi-detached house,I,"(3.1e+03,3.65e+03]",9
Galway,Semi-detached house,G,"(4.22e+03,4.78e+03]",9
Waterford,Semi-detached house,H,"(2.5e+03,3.1e+03]",9
Meath,Semi-detached house,H,"(5.57e+03,6.56e+03]",9
Waterford,Semi-detached house,H,"(4.22e+03,4.78e+03]",9
Donegal,Semi-detached house,I,"(3.65e+03,4.22e+03]",9
Cork,Semi-detached house,G,"(5.57e+03,6.56e+03]",9
Mayo,Semi-detached house,J,"(3.65e+03,4.22e+03]",9
Galway,Semi-detached house,H,"(3.65e+03,4.22e+03]",9
Kildare,Semi-detached house,G,"(3.1e+03,3.65e+03]",9
Dublin,End of terrace house,G,"(4.78e+03,5.57e+03]",9
Cork,End of terrace house,I,"(3.65e+03,4.22e+03]",9
Meath,End of terrace house,I,"(3.65e+03,4.22e+03]",9
Meath,Detached house,H,"(9.82e+03,3.55e+04]",9
Kilkenny,Detached house,I,"(5.57e+03,6.56e+03]",9
Meath,Detached house,J,"(7.83e+03,9.82e+03]",9
Meath,Detached house,J,"(4.22e+03,4.78e+03]",9
Dublin,Detached house,G,"(3.65e+03,4.22e+03]",9
Cork,Detached house,K,"(4.78e+03,5.57e+03]",9
Cork,Mid-terrace house,I,"[324,2.5e+03]",9
Cork,Mid-terrace house,F,"(3.65e+03,4.22e+03]",9
Galway,Mid-terrace house,I,"(3.1e+03,3.65e+03]",9
Sligo,Mid-terrace house,J,"(3.1e+03,3.65e+03]",9
Kildare,Mid-terrace house,I,"(3.1e+03,3.65e+03]",9
Wexford,House,I,"(7.83e+03,9.82e+03]",9
Dublin,Semi-detached house,D,"(5.57e+03,6.56e+03]",8
Dublin,End of terrace house,D,"(4.22e+03,4.78e+03]",8
Meath,Detached house,C,"(7.83e+03,9.82e+03]",8
Cork,Detached house,D,"(5.57e+03,6.56e+03]",8
Tipperary,Detached house,C,"(9.82e+03,3.55e+04]",8
Roscommon,Detached house,E,"(9.82e+03,3.55e+04]",8
Kerry,Detached house,C,"(9.82e+03,3.55e+04]",8
Wexford,Detached house,E,"(6.56e+03,7.83e+03]",8
Donegal,Detached house,E,"(6.56e+03,7.83e+03]",8
Louth,Detached house,D,"(9.82e+03,3.55e+04]",8
Donegal,Detached house,D,"(7.83e+03,9.82e+03]",8
Kerry,Detached house,D,"(4.78e+03,5.57e+03]",8
Tipperary,Detached house,A,"(9.82e+03,3.55e+04]",8
Dublin,Mid-terrace house,A,"(7.83e+03,9.82e+03]",8
Dublin,Semi-detached house,E,"(3.1e+03,3.65e+03]",8
Donegal,Semi-detached house,H,"(4.78e+03,5.57e+03]",8
Kerry,Semi-detached house,I,"(4.22e+03,4.78e+03]",8
Kildare,Semi-detached house,G,"(3.65e+03,4.22e+03]",8
Kildare,Semi-detached house,G,"(5.57e+03,6.56e+03]",8
Cork,End of terrace house,I,"(2.5e+03,3.1e+03]",8
Kerry,Detached house,F,"(5.57e+03,6.56e+03]",8
Wexford,Detached house,G,"(5.57e+03,6.56e+03]",8
Limerick,Detached house,G,"(4.78e+03,5.57e+03]",8
Louth,Detached house,H,"(5.57e+03,6.56e+03]",8
Donegal,Detached house,G,"(4.78e+03,5.57e+03]",8
Dublin,Detached house,I,"(7.83e+03,9.82e+03]",8
Carlow,Detached house,I,"(4.78e+03,5.57e+03]",8
Donegal,Detached house,H,"(4.78e+03,5.57e+03]",8
Sligo,Detached house,H,"(7.83e+03,9.82e+03]",8
Longford,Detached house,J,"(6.56e+03,7.83e+03]",8
Wicklow,Detached house,H,"(4.78e+03,5.57e+03]",8
Kildare,Detached house,H,"(4.22e+03,4.78e+03]",8
Wexford,Detached house,G,"(4.78e+03,5.57e+03]",8
Kildare,Detached house,J,"(3.65e+03,4.22e+03]",8
Galway,Detached house,H,"(4.78e+03,5.57e+03]",8
Cavan,Detached house,I,"(5.57e+03,6.56e+03]",8
Dublin,Detached house,J,"(4.78e+03,5.57e+03]",8
Roscommon,Detached house,J,"(7.83e+03,9.82e+03]",8
Limerick,Detached house,G,"(9.82e+03,3.55e+04]",8
Tipperary,Detached house,H,"(9.82e+03,3.55e+04]",8
Waterford,Detached house,G,"(9.82e+03,3.55e+04]",8
Clare,Detached house,F,"(7.83e+03,9.82e+03]",8
Kerry,House,I,"(5.57e+03,6.56e+03]",8
Clare,Ground-floor apartment,J,"(2.5e+03,3.1e+03]",8
Wicklow,Ground-floor apartment,J,"[324,2.5e+03]",8
Meath,Ground-floor apartment,I,"[324,2.5e+03]",8
Dublin,Ground-floor apartment,F,"(2.5e+03,3.1e+03]",8
Dublin,Ground-floor apartment,H,"(3.65e+03,4.22e+03]",8
Dublin,Mid-floor apartment,D,"[324,2.5e+03]",8
Dublin,Apartment,J,"[324,2.5e+03]",8
Dublin,Mid-floor apartment,G,"(2.5e+03,3.1e+03]",8
Dublin,Maisonette,I,"(4.22e+03,4.78e+03]",8
Dublin,End of terrace house,D,"(4.78e+03,5.57e+03]",8
Dublin,Mid-terrace house,C,"(4.22e+03,4.78e+03]",8
Donegal,Semi-detached house,J,"(3.1e+03,3.65e+03]",8
Dublin,Semi-detached house,K,"(3.1e+03,3.65e+03]",8
Tipperary,Semi-detached house,J,"(2.5e+03,3.1e+03]",8
Carlow,Semi-detached house,J,"(3.1e+03,3.65e+03]",8
Offaly,Semi-detached house,J,"(3.1e+03,3.65e+03]",8
Longford,Semi-detached house,J,"(3.65e+03,4.22e+03]",8
Kildare,End of terrace house,J,"(3.1e+03,3.65e+03]",8
Kildare,End of terrace house,J,"(3.65e+03,4.22e+03]",8
Dublin,Detached house,K,"(3.65e+03,4.22e+03]",8
Cork,Detached house,K,"(3.1e+03,3.65e+03]",8
Kildare,Mid-terrace house,K,"[324,2.5e+03]",8
Wexford,Mid-terrace house,J,"(3.1e+03,3.65e+03]",8
Dublin,Maisonette,J,"[324,2.5e+03]",8
Westmeath,Semi-detached house,I,"(4.22e+03,4.78e+03]",8
Dublin,Semi-detached house,F,"(2.5e+03,3.1e+03]",8
Louth,Semi-detached house,I,"(4.78e+03,5.57e+03]",8
Clare,Semi-detached house,I,"(4.78e+03,5.57e+03]",8
Laois,Semi-detached house,I,"(4.78e+03,5.57e+03]",8
Limerick,Semi-detached house,G,"(3.65e+03,4.22e+03]",8
Kilkenny,Semi-detached house,J,"(3.1e+03,3.65e+03]",8
Wicklow,Semi-detached house,H,"(4.22e+03,4.78e+03]",8
Monaghan,Semi-detached house,I,"(4.22e+03,4.78e+03]",8
Waterford,Semi-detached house,J,"(3.1e+03,3.65e+03]",8
Clare,Semi-detached house,H,"(5.57e+03,6.56e+03]",8
Limerick,Semi-detached house,G,"(4.22e+03,4.78e+03]",8
Kerry,Semi-detached house,I,"(4.78e+03,5.57e+03]",8
Laois,Semi-detached house,I,"(4.22e+03,4.78e+03]",8
Kerry,Semi-detached house,H,"(5.57e+03,6.56e+03]",8
Louth,Semi-detached house,G,"(4.22e+03,4.78e+03]",8
Wexford,Semi-detached house,J,"(3.1e+03,3.65e+03]",8
Cork,Semi-detached house,F,"(4.78e+03,5.57e+03]",8
Donegal,Semi-detached house,J,"(5.57e+03,6.56e+03]",8
Wicklow,Semi-detached house,H,"(6.56e+03,7.83e+03]",8
Limerick,Semi-detached house,I,"(4.22e+03,4.78e+03]",8
Galway,Semi-detached house,G,"(6.56e+03,7.83e+03]",8
Sligo,Semi-detached house,I,"(4.22e+03,4.78e+03]",8
Cavan,Semi-detached house,J,"(2.5e+03,3.1e+03]",8
Galway,Semi-detached house,I,"(2.5e+03,3.1e+03]",8
Cork,Semi-detached house,F,"(3.1e+03,3.65e+03]",8
Wicklow,Semi-detached house,H,"(3.65e+03,4.22e+03]",8
Dublin,End of terrace house,J,"(3.65e+03,4.22e+03]",8
